TransactionID,TransactionDate,CustomerID,TransactionType,Category,Amount,BalanceAfterTxn,PaymentMode,Merchant,IsFraudulent
TXN500103,2024-05-24 15:08:54,CUST2116,Credit,Investment Return,47305.42,419697.95,UPI,Reliance Digital,No
TXN507418,2024-05-24 18:23:02,CUST2415,Debit,Utilities,360.68,,Debit Card,Netflix,No
TXN505816,2024-05-24 20:58:10,CUST2579,Debit,Utilities,1243.25,384369.74,UPI,Employer Payroll,No
TXN507692,2024-05-24 21:33:09,CUST2111,Credit,Interest Credit,48031.16,293046.95,UPI,Employer Payroll,No
TXN502039,2024-05-24 21:34:19,CUST2163,Credit,Investment Return,45918.05,153237.6,Debit Card,Apollo Pharmacy,No
TXN504552,2024-05-25 06:08:54,CUST2125,Debit,Healthcare,2948.99,210418.44,UPI,Electricity Board,No
TXN505145,2024-05-25 07:36:34,CUST2233,Debit,Groceries,730.32,194400.6,Debit Card,IRCTC,No
TXN507645,2024-05-25 15:20:13,CUST2435,Debit,Healthcare,7780.78,286005.48,Cash,Local Store,No
TXN503152,2024-05-25 21:16:19,CUST2173,Credit,Interest Credit,28544.02,57534.75,Cash,Netflix,No
TXN502370,2024-05-25 21:17:38,CUST2171,Debit,Travel,2845.75,369010.0,Debit Card,IRCTC,No
TXN501018,2024-05-25 21:43:30,CUST2117,Debit,Groceries,274.73,220039.12,Cash,BigBasket,No
TXN505677,2024-05-26 02:29:06,CUST2087,Debit,Travel,2591.25,234201.4,Cash,HDFC Bank,No
TXN504307,2024-05-26 02:42:05,CUST2132,Debit,EMI - Loan,972.22,57420.42,Debit Card,HDFC Bank,No
TXN502812,2024-05-26 03:18:56,CUST2232,Debit,Healthcare,1304.6,248311.67,UPI,Employer Payroll,No
TXN501304,2024-05-26 05:38:52,CUST2538,Debit,Groceries,4363.88,370135.78,UPI,Netflix,No
TXN507086,2024-05-26 06:02:32,CUST2249,Debit,Groceries,515.46,419292.06,UPI,Swiggy,No
TXN506808,2024-05-26 12:28:51,CUST2523,Debit,Travel,10358.17,232368.84,Debit Card,Swiggy,No
TXN500361,2024-05-26 13:05:33,CUST2400,Credit,Investment Return,10694.5,331844.9,Cash,LIC,No
TXN503146,2024-05-26 15:01:02,CUST2333,Debit,Dining,4943.58,9110.85,UPI,Mutual Fund SIP,No
TXN502539,2024-05-26 15:25:07,CUST2529,Debit,Dining,16145.14,316994.99,UPI,Amazon,No
TXN505332,2024-05-26 16:33:50,CUST2021,Debit,Utilities,2776.37,462911.57,UPI,Amazon,No
TXN502592,2024-05-26 19:53:17,CUST2556,Debit,Healthcare,10020.68,306667.4,UPI,BigBasket,No
TXN502932,2024-05-26 21:39:35,CUST2321,Debit,Rent,5482.53,48026.43,Cash,Netflix,No
TXN507842,2024-05-27 02:45:32,CUST2295,Debit,Rent,1975.96,457159.53,UPI,Local Store,No
TXN507396,2024-05-27 02:52:06,CUST2256,Debit,Rent,4193.37,357750.26,Net Banking,,No
TXN502609,2024-05-27 04:25:43,CUST2297,Debit,Utilities,1558.7,352383.07,Debit Card,Uber,No
TXN503728,2024-05-27 08:13:46,CUST2385,Debit,Insurance Premium,4547.66,263100.11,Debit Card,Reliance Digital,No
TXN505394,2024-05-27 08:18:10,CUST2026,Credit,Refund,38648.02,342752.76,Debit Card,Zomato,No
TXN504722,2024-05-27 09:49:39,CUST2337,Debit,Entertainment,402.07,129460.91,Cash,BigBasket,No
TXN503308,2024-05-27 13:36:20,CUST2055,Credit,Salary,62041.64,157785.88,Credit Card,Netflix,No
TXN503130,2024-05-27 16:25:53,CUST2557,Debit,EMI - Loan,9577.91,427268.45,UPI,Employer Payroll,No
TXN500526,2024-05-27 19:33:10,CUST2117,Debit,Rent,3176.01,464201.56,UPI,Apollo Pharmacy,No
TXN505028,2024-05-27 21:08:27,CUST2358,Credit,Interest Credit,48827.81,235106.43,Debit Card,Amazon,No
TXN501171,2024-05-27 21:48:53,CUST2408,Credit,Investment Return,13117.33,267553.96,UPI,Netflix,No
TXN506475,2024-05-27 23:26:00,CUST2592,Credit,Refund,66734.23,383288.47,UPI,Employer Payroll,No
TXN503506,2024-05-27 23:41:04,CUST2432,Debit,Utilities,748.98,136390.17,Credit Card,Electricity Board,No
TXN500025,2024-05-28 00:33:10,CUST2397,Debit,EMI - Loan,1395.89,180597.15,Net Banking,Netflix,No
TXN503960,2024-05-28 04:16:10,CUST2336,Debit,Healthcare,322.49,358130.1,Credit Card,BigBasket,No
TXN506247,2024-05-28 05:02:22,CUST2564,Debit,Travel,1687.09,51332.93,UPI,Apollo Pharmacy,No
TXN502482,2024-05-28 12:00:47,CUST2432,Debit,Healthcare,50.0,148918.6,Debit Card,Apollo Pharmacy,No
TXN505323,2024-05-28 13:26:06,CUST2467,Credit,Investment Return,30332.59,481816.06,UPI,Apollo Pharmacy,No
TXN507288,2024-05-28 14:50:28,CUST2374,Credit,Investment Return,77303.1,464755.8,UPI,BigBasket,No
TXN500479,2024-05-28 14:53:15,CUST2508,Debit,Insurance Premium,1794.51,400989.98,Cash,,No
TXN507485,2024-05-28 15:12:52,CUST2570,Credit,Refund,77099.9,168284.39,Cheque,Netflix,No
TXN500018,2024-05-28 17:06:02,CUST2459,Debit,Insurance Premium,1619.09,328054.88,,Swiggy,No
TXN501963,2024-05-28 18:18:06,CUST2315,Debit,Healthcare,7534.02,324176.25,UPI,Mutual Fund SIP,No
TXN504328,2024-05-28 22:27:53,CUST2469,Credit,Salary,51695.19,89269.04,,IRCTC,No
TXN502466,2024-05-29 00:08:42,CUST2598,Debit,Entertainment,2690.53,475498.23,Net Banking,Employer Payroll,No
TXN505433,2024-05-29 03:21:33,CUST2014,Credit,Investment Return,70015.71,406691.64,UPI,Local Store,No
TXN501125,2024-05-29 04:29:43,CUST2517,Debit,Rent,771.32,78824.19,UPI,Amazon,No
TXN505069,2024-05-29 04:56:26,CUST2351,Debit,EMI - Loan,1805.17,106531.07,UPI,Netflix,No
TXN502547,2024-05-29 05:56:59,CUST2014,Credit,Investment Return,51888.67,320343.77,Cash,IRCTC,No
TXN506851,2024-05-29 06:40:05,CUST2115,Credit,Freelance Income,56617.18,361911.56,Debit Card,LIC,No
TXN504011,2024-05-29 08:27:19,CUST2358,Credit,Investment Return,37829.01,,Debit Card,BigBasket,No
TXN502031,2024-05-29 10:39:30,CUST2437,Debit,Insurance Premium,4755.64,134311.37,Debit Card,Uber,No
TXN506360,2024-05-29 11:01:37,CUST2531,Credit,Refund,17465.03,54360.4,UPI,BigBasket,No
TXN501515,2024-05-29 12:55:52,CUST2464,Debit,Shopping,444.75,136590.13,Net Banking,Swiggy,No
TXN506176,2024-05-29 15:18:55,CUST2416,Credit,Interest Credit,82844.86,254331.41,UPI,Swiggy,No
TXN500833,2024-05-29 15:31:59,CUST2292,Debit,Healthcare,50.0,100210.16,UPI,Swiggy,No
TXN501036,2024-05-29 18:33:43,CUST2018,Credit,Interest Credit,76518.22,105846.38,Net Banking,Netflix,No
TXN504911,2024-05-29 22:14:01,CUST2423,Credit,Investment Return,45113.46,485972.47,Credit Card,Swiggy,No
TXN504532,2024-05-29 23:24:08,CUST2027,Credit,Freelance Income,26370.59,326331.46,UPI,Swiggy,No
TXN505541,2024-05-29 23:29:37,CUST2122,Debit,Rent,333.14,94985.93,UPI,Employer Payroll,No
TXN502546,2024-05-30 00:43:53,CUST2171,Debit,Entertainment,1909.02,465791.56,Net Banking,LIC,No
TXN507454,2024-05-30 02:29:33,CUST2243,Credit,Freelance Income,79839.42,100968.79,Net Banking,Reliance Digital,No
TXN500979,2024-05-30 06:10:14,CUST2383,Debit,EMI - Loan,2218.54,55002.49,Debit Card,Amazon,No
TXN502943,2024-05-30 07:19:54,CUST2249,Debit,Insurance Premium,4186.92,157397.78,Net Banking,Reliance Digital,No
TXN506376,2024-05-30 10:02:46,CUST2383,Debit,Travel,1581.42,72131.77,Debit Card,,No
TXN503010,2024-05-30 12:30:45,CUST2560,Debit,Insurance Premium,1322.43,54601.19,Debit Card,Netflix,No
TXN505676,2024-05-30 16:55:31,CUST2376,Credit,Freelance Income,67169.46,324364.18,UPI,HDFC Bank,No
TXN503910,2024-05-30 17:08:49,CUST2471,Debit,Dining,10277.01,436990.47,Debit Card,LIC,No
TXN507619,2024-05-30 17:45:40,CUST2322,Debit,Travel,6931.49,67457.89,UPI,Amazon,No
TXN503008,2024-05-30 17:52:15,CUST2306,Debit,Healthcare,861.74,265932.29,Credit Card,Amazon,No
TXN502029,2024-05-30 20:11:03,CUST2580,Credit,Refund,62544.52,144639.48,UPI,Amazon,No
TXN507076,2024-05-30 23:35:54,CUST2560,Debit,Travel,3688.06,142170.31,Credit Card,HDFC Bank,No
TXN505891,2024-05-31 01:46:41,CUST2299,Credit,Refund,33755.5,387094.14,UPI,LIC,No
TXN504314,2024-05-31 04:23:38,CUST2368,Debit,Healthcare,776.43,455748.39,UPI,Netflix,No
TXN501393,2024-05-31 05:37:45,CUST2353,Debit,Groceries,88.26,111054.43,Debit Card,Mutual Fund SIP,No
TXN507128,2024-05-31 07:21:38,CUST2088,Debit,Travel,7995.75,201490.32,Credit Card,Local Store,No
TXN502304,2024-05-31 08:59:25,CUST2021,Debit,Groceries,5897.6,73741.11,Debit Card,HDFC Bank,No
TXN505615,2024-05-31 09:31:23,CUST2397,Credit,Interest Credit,75750.5,497427.96,Net Banking,Zomato,No
TXN507549,2024-05-31 09:41:35,CUST2242,Debit,Groceries,1350.95,186244.97,Debit Card,Uber,No
TXN504234,2024-05-31 11:49:30,CUST2390,Debit,Shopping,1506.28,343080.18,Debit Card,Local Store,No
TXN501908,2024-05-31 15:53:13,CUST2061,Debit,Rent,219.28,141427.26,UPI,Mutual Fund SIP,No
TXN502568,2024-05-31 16:21:15,CUST2351,Debit,Travel,623.34,73001.38,Debit Card,Local Store,No
TXN504102,2024-05-31 18:42:40,CUST2106,Debit,Rent,6307.39,447774.27,Cheque,Local Store,No
TXN500337,2024-05-31 23:09:11,CUST2563,Debit,Travel,14711.49,301516.0,UPI,Uber,No
TXN506320,2024-06-01 00:59:51,CUST2408,Debit,Insurance Premium,3416.32,49839.61,Cheque,,No
TXN507609,2024-06-01 04:41:14,CUST2296,Debit,Groceries,331.3,472952.73,UPI,HDFC Bank,No
TXN503307,2024-06-01 06:13:59,CUST2054,Debit,Travel,1343.68,369082.59,UPI,Swiggy,No
TXN504783,2024-06-01 06:59:58,CUST2019,Debit,Travel,2626.72,,Net Banking,Reliance Digital,No
TXN503269,2024-06-01 08:54:23,CUST2397,Debit,Healthcare,570.46,142742.2,Net Banking,Amazon,No
TXN501051,2024-06-01 09:27:25,CUST2120,Credit,Investment Return,45532.52,392167.71,,LIC,No
TXN501679,2024-06-01 09:37:36,CUST2401,Debit,Insurance Premium,681.68,115678.69,Credit Card,IRCTC,No
TXN502802,2024-06-01 10:01:03,CUST2453,Credit,Refund,66976.46,,Debit Card,Zomato,No
TXN505466,2024-06-01 12:09:05,CUST2488,Credit,Investment Return,56382.2,81550.88,Credit Card,LIC,No
TXN506136,2024-06-01 13:31:49,CUST2256,Debit,Healthcare,12595.03,,Net Banking,Local Store,No
TXN500207,2024-06-01 19:52:21,CUST2105,Debit,Travel,7091.87,178659.31,UPI,IRCTC,No
TXN500127,2024-06-01 20:22:22,CUST2450,Credit,Refund,84005.09,351841.46,Cash,Electricity Board,No
TXN504290,2024-06-01 21:16:31,CUST2462,Debit,Utilities,72.56,255841.78,UPI,IRCTC,No
TXN506083,2024-06-02 07:42:23,CUST2526,Debit,Insurance Premium,586.63,430043.48,Debit Card,Mutual Fund SIP,No
TXN506156,2024-06-02 11:47:52,CUST2086,Credit,Refund,93140.67,142890.56,UPI,IRCTC,No
TXN506224,2024-06-02 16:58:10,CUST2095,Debit,Entertainment,1625.68,293332.94,Credit Card,LIC,No
TXN506741,2024-06-02 19:37:01,CUST2187,Debit,Entertainment,1531.78,476634.75,Cash,BigBasket,No
TXN503340,2024-06-02 22:24:34,CUST2192,Debit,Insurance Premium,2031.65,177669.03,Net Banking,Electricity Board,No
TXN505962,2024-06-03 00:24:59,CUST2021,Debit,Insurance Premium,327.63,217575.86,UPI,Local Store,No
TXN502544,2024-06-03 02:47:50,CUST2388,Credit,Interest Credit,20632.99,325299.42,Debit Card,HDFC Bank,No
TXN503181,2024-06-03 10:22:08,CUST2307,Debit,Utilities,992.04,222780.15,Debit Card,Local Store,No
TXN500590,2024-06-03 14:22:30,CUST2586,Debit,Insurance Premium,4262.17,306226.35,UPI,Electricity Board,No
TXN500837,2024-06-03 15:06:55,CUST2154,Credit,Refund,75701.02,265918.29,Debit Card,Reliance Digital,No
TXN504999,2024-06-03 15:27:34,CUST2478,Debit,Groceries,2128.3,180341.17,Net Banking,IRCTC,No
TXN506890,2024-06-03 19:38:54,CUST2189,Debit,Travel,50.0,496202.49,Credit Card,Amazon,No
TXN502108,2024-06-03 21:32:44,CUST2213,Debit,EMI - Loan,366.67,130760.78,Net Banking,Apollo Pharmacy,No
TXN500246,2024-06-03 22:21:31,CUST2194,Debit,Utilities,1086.26,478266.79,Debit Card,HDFC Bank,No
TXN503642,2024-06-04 01:39:08,CUST2145,Debit,Entertainment,3908.36,113864.97,UPI,Uber,No
TXN501674,2024-06-04 02:45:57,CUST2291,Debit,Groceries,2683.54,58350.64,Credit Card,IRCTC,No
TXN504607,2024-06-04 03:23:11,CUST2267,Debit,Entertainment,2265.56,45789.03,UPI,Reliance Digital,No
TXN505724,2024-06-04 05:50:51,CUST2000,Debit,Insurance Premium,249.02,61516.61,UPI,Reliance Digital,No
TXN504953,2024-06-04 07:21:15,CUST2555,Debit,Utilities,8233.97,150615.11,UPI,Amazon,No
TXN507150,2024-06-04 11:40:30,CUST2382,Credit,Interest Credit,73661.97,150018.57,Net Banking,Reliance Digital,No
TXN503526,2024-06-04 16:38:58,CUST2574,Debit,Rent,1104.71,360092.37,Cash,Local Store,No
TXN501678,2024-06-04 18:35:04,CUST2368,Debit,Dining,119.3,399365.55,Cheque,Employer Payroll,No
TXN501938,2024-06-04 19:02:02,CUST2417,Debit,Groceries,1165.37,400931.63,UPI,BigBasket,No
TXN503149,2024-06-04 21:26:33,CUST2313,Debit,EMI - Loan,4110.09,140307.79,UPI,IRCTC,No
TXN500651,2024-06-04 22:09:44,CUST2052,Credit,Interest Credit,31513.09,425153.47,Debit Card,Mutual Fund SIP,No
TXN504391,2024-06-05 08:59:46,CUST2051,Debit,Healthcare,3566.56,,Debit Card,IRCTC,No
TXN503617,2024-06-05 14:01:49,CUST2505,Credit,Freelance Income,52588.17,223391.49,Debit Card,Amazon,No
TXN504526,2024-06-05 14:40:01,CUST2511,Credit,Freelance Income,40421.57,43547.49,Cheque,LIC,No
TXN507427,2024-06-05 20:46:15,CUST2403,Debit,EMI - Loan,973.63,438664.23,Cash,Swiggy,No
TXN507966,2024-06-05 20:57:46,CUST2255,Debit,Travel,6396.28,16320.72,UPI,LIC,No
TXN506628,2024-06-05 22:39:38,CUST2567,Debit,Healthcare,2402.11,457240.46,Net Banking,IRCTC,No
TXN500285,2024-06-05 22:57:14,CUST2567,Debit,EMI - Loan,13647.97,293861.29,Credit Card,LIC,No
TXN507530,2024-06-06 01:53:21,CUST2081,Debit,EMI - Loan,129.96,228242.5,Debit Card,Uber,No
TXN502471,2024-06-06 02:41:00,CUST2556,Debit,Entertainment,356.2,,UPI,Local Store,No
TXN505355,2024-06-06 03:34:37,CUST2573,Debit,Dining,1746.81,371186.51,Credit Card,Uber,No
TXN505483,2024-06-06 09:01:08,CUST2598,Credit,Refund,22970.29,391870.61,UPI,LIC,No
TXN504862,2024-06-06 11:09:21,CUST2002,Credit,Freelance Income,15497.35,27691.33,Net Banking,Netflix,No
TXN505295,2024-06-06 13:54:01,CUST2432,Credit,Freelance Income,23819.81,140959.52,Net Banking,Netflix,No
TXN506241,2024-06-06 15:46:45,CUST2125,Debit,Insurance Premium,3311.96,200926.66,UPI,Netflix,No
TXN505643,2024-06-06 17:08:01,CUST2045,Credit,Freelance Income,48700.64,122011.26,Cash,Netflix,No
TXN500385,2024-06-06 19:16:54,CUST2274,Debit,Entertainment,16378.49,61539.19,Cheque,Netflix,No
TXN504225,2024-06-06 23:40:37,CUST2094,Debit,Shopping,4532.53,133764.89,Debit Card,IRCTC,No
TXN502332,2024-06-07 00:50:29,CUST2132,Debit,Utilities,3268.44,422139.35,Net Banking,Uber,No
TXN505048,2024-06-07 09:49:41,CUST2452,Debit,Groceries,2833.35,318811.66,Debit Card,Zomato,No
TXN507387,2024-06-07 12:20:02,CUST2459,Credit,Interest Credit,83457.91,196443.51,Credit Card,Local Store,No
TXN502551,2024-06-07 12:22:06,CUST2311,Debit,Groceries,1071.32,213565.52,UPI,Zomato,No
TXN501145,2024-06-07 13:17:37,CUST2455,Debit,Groceries,2785.04,152180.87,Credit Card,IRCTC,No
TXN500374,2024-06-07 14:35:11,CUST2143,Debit,Shopping,2209.9,266593.4,UPI,Swiggy,No
TXN507369,2024-06-07 15:16:46,CUST2481,Credit,Freelance Income,66451.26,37503.46,Credit Card,BigBasket,No
TXN502917,2024-06-07 18:47:14,CUST2186,Credit,Interest Credit,24483.14,391810.3,Debit Card,Zomato,No
TXN504117,2024-06-07 22:00:46,CUST2319,Debit,Rent,317.97,457939.98,Credit Card,Electricity Board,No
TXN507127,2024-06-07 22:59:41,CUST2553,Debit,Rent,4285.76,209380.09,Net Banking,Swiggy,No
TXN505024,2024-06-08 01:10:17,CUST2455,Debit,Shopping,249.14,133211.57,Credit Card,Local Store,No
TXN501094,2024-06-08 02:21:15,CUST2320,Debit,Dining,3177.36,52843.65,Credit Card,Zomato,No
TXN503665,2024-06-08 06:47:19,CUST2583,Debit,Groceries,1265.36,101506.91,Cash,Swiggy,No
TXN507732,2024-06-08 08:18:46,CUST2223,Debit,EMI - Loan,358.57,435823.0,Debit Card,HDFC Bank,No
TXN505183,2024-06-08 11:29:45,CUST2071,Debit,Groceries,3813.18,137277.12,,Zomato,No
TXN500608,2024-06-08 11:51:42,CUST2528,Debit,Dining,1517.92,,UPI,Swiggy,No
TXN502826,2024-06-08 15:09:12,CUST2448,Debit,Dining,10552.51,18217.65,Debit Card,Reliance Digital,No
TXN500562,2024-06-08 15:49:10,CUST2005,Debit,Entertainment,3786.2,75400.47,UPI,Electricity Board,No
TXN504949,2024-06-08 17:43:10,CUST2396,Debit,Healthcare,763.85,29290.86,UPI,Uber,No
TXN504124,2024-06-08 21:10:59,CUST2305,Debit,Rent,3558.71,267238.67,Cash,Netflix,No
TXN500722,2024-06-08 23:28:57,CUST2465,Credit,Interest Credit,27760.09,101284.14,Cash,Zomato,No
TXN506495,2024-06-09 00:09:25,CUST2513,Debit,Travel,4837.44,141801.97,UPI,Reliance Digital,No
TXN502512,2024-06-09 01:43:18,CUST2542,Debit,EMI - Loan,2408.75,226929.58,Debit Card,Zomato,No
TXN505967,2024-06-09 03:04:23,CUST2564,Debit,EMI - Loan,164.4,330960.0,Debit Card,Amazon,No
TXN503098,2024-06-09 06:11:59,CUST2232,Debit,EMI - Loan,629.88,430879.76,UPI,IRCTC,No
TXN507833,2024-06-09 13:55:58,CUST2486,Debit,Utilities,4568.69,257785.51,Credit Card,IRCTC,No
TXN507140,2024-06-09 15:39:02,CUST2514,Debit,Insurance Premium,18268.38,42434.78,UPI,Electricity Board,No
TXN507780,2024-06-09 19:30:45,CUST2229,Debit,Utilities,3382.45,347073.43,Net Banking,Local Store,No
TXN502253,2024-06-09 20:20:53,CUST2012,Debit,Travel,12434.6,151449.97,Credit Card,IRCTC,No
TXN507495,2024-06-09 21:13:12,CUST2567,Debit,Rent,2293.47,125959.16,Credit Card,Electricity Board,No
TXN500741,2024-06-09 23:33:04,CUST2371,Debit,Travel,1474.51,309532.76,UPI,Employer Payroll,No
TXN504322,2024-06-10 00:39:59,CUST2252,Credit,Interest Credit,9246.31,,Debit Card,,No
TXN503684,2024-06-10 06:53:37,CUST2568,Debit,EMI - Loan,1833.23,118029.04,UPI,IRCTC,No
TXN501701,2024-06-10 08:34:33,CUST2314,Debit,Insurance Premium,864.17,99767.86,UPI,Local Store,No
TXN500951,2024-06-11 00:41:51,CUST2419,Debit,Dining,3353.95,421954.91,Debit Card,Mutual Fund SIP,No
TXN506575,2024-06-11 02:09:55,CUST2399,Debit,Entertainment,3416.83,286844.48,Cheque,Electricity Board,No
TXN503945,2024-06-11 02:12:58,CUST2534,Debit,EMI - Loan,841.89,244522.4,UPI,Reliance Digital,No
TXN505551,2024-06-11 02:18:53,CUST2296,Credit,Freelance Income,16454.35,54814.55,Debit Card,Zomato,No
TXN504828,2024-06-11 04:28:02,CUST2541,Credit,Investment Return,18888.02,493866.78,Debit Card,Zomato,No
TXN500600,2024-06-11 08:02:23,CUST2241,Debit,Utilities,2614.13,179650.64,UPI,BigBasket,No
TXN507215,2024-06-11 09:14:45,CUST2458,Debit,Insurance Premium,2292.15,179710.28,UPI,Local Store,No
TXN500412,2024-06-11 11:26:02,CUST2092,Debit,Rent,4739.69,121994.57,UPI,Uber,No
TXN500142,2024-06-11 15:59:17,CUST2098,Debit,Shopping,3073.94,93969.4,Credit Card,Apollo Pharmacy,No
TXN502751,2024-06-11 16:18:40,CUST2013,Debit,Shopping,50.0,3874.52,UPI,BigBasket,No
TXN500667,2024-06-11 20:45:32,CUST2069,Credit,Refund,94925.66,307149.81,Net Banking,Zomato,No
TXN501163,2024-06-12 02:37:06,CUST2259,Debit,Travel,1360.31,257030.94,Cash,Mutual Fund SIP,No
TXN502226,2024-06-12 14:03:59,CUST2174,Debit,Travel,3377.74,894.73,Credit Card,Swiggy,Yes
TXN502323,2024-06-12 15:33:14,CUST2457,Debit,Healthcare,572.31,88405.52,Debit Card,HDFC Bank,No
TXN502724,2024-06-12 16:18:15,CUST2403,Credit,Interest Credit,32059.35,,Net Banking,Amazon,Yes
TXN505660,2024-06-12 17:03:32,CUST2374,Debit,Travel,2123.9,332541.28,Net Banking,IRCTC,No
TXN507980,2024-06-12 17:39:40,CUST2031,Debit,Shopping,3590.88,85704.82,UPI,Electricity Board,No
TXN503497,2024-06-12 19:57:06,CUST2304,Debit,Insurance Premium,1413.51,11040.37,Cash,LIC,No
TXN505022,2024-06-12 20:41:56,CUST2547,Debit,Groceries,7407.95,,UPI,Netflix,No
TXN504416,2024-06-12 23:21:28,CUST2221,Debit,Healthcare,16841.58,232127.98,Credit Card,HDFC Bank,No
TXN504471,2024-06-13 02:36:07,CUST2143,Debit,Travel,3169.54,449079.55,Cash,HDFC Bank,No
TXN500506,2024-06-13 04:38:27,CUST2255,Debit,Insurance Premium,4276.24,,Cheque,LIC,No
TXN504282,2024-06-13 04:58:09,CUST2202,Debit,Utilities,440.99,408130.26,Credit Card,Uber,No
TXN502117,2024-06-13 06:29:20,CUST2319,Debit,Rent,2142.18,283299.6,Net Banking,Local Store,No
TXN501046,2024-06-13 07:20:41,CUST2001,Debit,Travel,7619.48,249450.04,Debit Card,Amazon,No
TXN503111,2024-06-13 10:00:07,CUST2544,Debit,Rent,2396.71,360963.99,Debit Card,Apollo Pharmacy,No
TXN503520,2024-06-13 11:13:12,CUST2202,Debit,EMI - Loan,2219.82,440914.08,Debit Card,Reliance Digital,No
TXN503966,2024-06-13 11:32:14,CUST2237,Debit,Travel,1247.0,143453.33,,Apollo Pharmacy,No
TXN505653,2024-06-13 11:42:56,CUST2029,Debit,Entertainment,260.16,393431.56,Net Banking,Mutual Fund SIP,No
TXN500666,2024-06-13 12:11:48,CUST2312,Debit,Shopping,6975.37,,Cheque,LIC,No
TXN501931,2024-06-13 12:18:04,CUST2075,Credit,Investment Return,30855.16,174759.37,UPI,Apollo Pharmacy,No
TXN502416,2024-06-13 13:59:48,CUST2411,Debit,Insurance Premium,3506.22,405807.47,Debit Card,Amazon,No
TXN500658,2024-06-13 15:48:19,CUST2168,Debit,Shopping,895.32,72839.09,Cash,IRCTC,No
TXN507917,2024-06-13 17:39:56,CUST2550,Debit,EMI - Loan,4595.32,56526.86,UPI,Apollo Pharmacy,No
TXN504996,2024-06-13 17:59:41,CUST2431,Debit,Rent,2502.16,,Cheque,Reliance Digital,No
TXN507149,2024-06-14 01:39:06,CUST2236,Credit,Interest Credit,78297.53,6091.1,Debit Card,Reliance Digital,No
TXN505434,2024-06-14 04:27:11,CUST2519,Debit,EMI - Loan,3276.21,127114.47,Debit Card,,No
TXN502288,2024-06-14 10:09:39,CUST2243,Debit,EMI - Loan,130.07,118461.11,Debit Card,HDFC Bank,No
TXN501012,2024-06-14 13:50:35,CUST2419,Debit,Entertainment,13142.17,446328.87,Net Banking,Swiggy,No
TXN504866,2024-06-14 15:54:02,CUST2348,Debit,Healthcare,2735.13,473853.15,Net Banking,Uber,No
TXN504111,2024-06-14 21:04:54,CUST2054,Debit,Healthcare,1877.75,498418.12,UPI,Amazon,No
TXN506021,2024-06-14 21:22:32,CUST2441,Debit,Travel,3708.24,203446.36,UPI,Local Store,No
TXN506619,2024-06-14 22:55:29,CUST2002,Debit,Groceries,5083.95,28244.26,UPI,Electricity Board,No
TXN502166,2024-06-14 23:42:45,CUST2131,Debit,Utilities,691.86,116602.63,,LIC,No
TXN506150,2024-06-15 00:26:29,CUST2277,Debit,Rent,2627.18,204330.97,Debit Card,Netflix,No
TXN505018,2024-06-15 02:22:00,CUST2027,Debit,EMI - Loan,4715.37,209868.0,Credit Card,Mutual Fund SIP,No
TXN503309,2024-06-15 02:56:17,CUST2140,Debit,Utilities,3376.4,368975.29,Credit Card,Swiggy,No
TXN503454,2024-06-15 04:55:30,CUST2491,Debit,Insurance Premium,3248.89,451102.7,UPI,Mutual Fund SIP,No
TXN503630,2024-06-15 06:41:00,CUST2500,Debit,Dining,3723.57,305175.45,UPI,BigBasket,No
TXN503494,2024-06-15 11:36:28,CUST2302,Debit,Insurance Premium,1528.82,,UPI,Electricity Board,No
TXN507524,2024-06-15 16:24:07,CUST2061,Debit,Utilities,1288.67,115555.27,Debit Card,Zomato,No
TXN502110,2024-06-15 19:11:27,CUST2571,Credit,Refund,34240.64,107074.49,UPI,Apollo Pharmacy,No
TXN506637,2024-06-15 20:34:06,CUST2226,Debit,Groceries,1029.55,75940.31,Debit Card,Amazon,No
TXN503930,2024-06-15 21:17:33,CUST2333,Debit,Travel,258.92,127261.55,UPI,Reliance Digital,No
TXN505170,2024-06-15 21:59:36,CUST2404,Debit,Travel,3371.39,444068.3,Net Banking,LIC,No
TXN505042,2024-06-15 23:24:46,CUST2158,Debit,Healthcare,1602.0,453160.66,Net Banking,LIC,No
TXN504142,2024-06-16 00:07:21,CUST2251,Debit,Rent,6739.97,85983.55,Cash,Employer Payroll,No
TXN503550,2024-06-16 02:30:38,CUST2417,Debit,Groceries,724.04,283527.91,UPI,Swiggy,No
TXN506005,2024-06-16 02:40:36,CUST2552,Debit,Healthcare,5618.29,414860.0,Debit Card,Zomato,No
TXN504203,2024-06-16 05:08:22,CUST2597,Debit,Utilities,5072.73,294339.91,Net Banking,IRCTC,No
TXN500720,2024-06-16 06:39:57,CUST2121,Debit,Dining,2265.48,60709.74,Debit Card,Local Store,No
TXN504484,2024-06-16 08:40:10,CUST2312,Debit,Travel,1830.43,229198.92,Net Banking,LIC,No
TXN504837,2024-06-16 08:51:54,CUST2388,Credit,Investment Return,38749.76,262397.26,Cash,,No
TXN506913,2024-06-16 09:16:25,CUST2444,Credit,Freelance Income,49012.78,144562.03,UPI,BigBasket,No
TXN500332,2024-06-16 13:47:27,CUST2466,Debit,Groceries,195.63,375327.68,UPI,Amazon,No
TXN503402,2024-06-16 14:29:40,CUST2130,Debit,Groceries,5070.97,30226.72,UPI,Netflix,No
TXN505640,2024-06-16 16:55:39,CUST2048,Debit,Rent,3014.67,268191.43,Debit Card,Swiggy,No
